0610007P14Rik	ORF11|RIKEN cDNA 0610007P14 gene
Tm9sf3	1810073M23Rik|Smbp|2810031D16Rik|transmembrane 9 superfamily member 3
Tm9sf4	transmembrane 9 superfamily protein member 4
Tma16	1810029B16Rik|translation machinery associated 16 homolog (S. cerevisiae)
Tma7	1110017O22Rik|Ccdc72|translational machinery associated 7 homolog (S. cerevisiae)
Tmbim1	2310061B02Rik|transmembrane BAX inhibitor motif containing 1
Tmbim4	0610007H07Rik|transmembrane BAX inhibitor motif containing 4
Tmbim6	Tegt|Bax inhibitor 1|transmembrane BAX inhibitor motif containing 6
Tmbim7	4930403J02Rik|Tmbim1b|4930500J03Rik|4930511M11Rik|Lgf5|transmembrane BAX inhibitor motif containing 7
Tmc1	Bth|4933416G09Rik|Beethoven|transmembrane channel-like gene family 1
Tmc2	transmembrane channel-like gene family 2
Tmc3	transmembrane channel-like gene family 3
Tmc4	transmembrane channel-like gene family 4
Tmc5	4932443L08Rik|transmembrane channel-like gene family 5
Tmc6	EVER1|D11Ertd204e|transmembrane channel-like gene family 6
Tmc7	C630024K23Rik|1700030H01Rik|transmembrane channel-like gene family 7
Tmc8	Ever2|EVIN2|transmembrane channel-like gene family 8
Tmcc1	3632431M01Rik|transmembrane and coiled coil domains 1
Tmcc2	1110063G11Rik|transmembrane and coiled-coil domains 2
Tmcc3	C630016B22Rik|transmembrane and coiled coil domains 3
Tmco1	ESTM39|1190006A08Rik|4930403O06Rik|transmembrane and coiled-coil domains 1
Tmco2	1700028F16Rik|transmembrane and coiled-coil domains 2
Tmco3	B230339H12Rik|transmembrane and coiled-coil domains 3
Tmco4	4632413C14Rik|transmembrane and coiled-coil domains 4
Tmco5	1700095F04Rik|transmembrane and coiled-coil domains 5
Tmco5b	4930563P21Rik|transmembrane and coiled-coil domains 5B
Tmco6	2410015B03Rik|transmembrane and coiled-coil domains 6
Tmed1	Ly84l|St2l|Il1rl1l|transmembrane emp24 domain containing 1
Tmed10	1110014C03Rik|p24delta1|p23|transmembrane emp24-like trafficking protein 10 (yeast)
Tmed11	1810008K16Rik|transmembrane emp24 protein transport domain containing
Tmed2	1810020N21Rik|p24beta1|1110032D12Rik|Sid394|transmembrane emp24 domain trafficking protein 2
Tmed3	1200002G13Rik|transmembrane emp24 domain containing 3
Tmed4	1110014L17Rik|transmembrane emp24 protein transport domain containing 4
Tmed5	4432412D15Rik|3110020O18Rik|transmembrane emp24 protein transport domain containing 5
Tmed6	1810015P03Rik|1810018I24Rik|transmembrane emp24 protein transport domain containing 6
Tmed7	3930401E15Rik|5830493P14Rik|transmembrane emp24 protein transport domain containing 7
Tmed8	Mem1|LOC382620|6430595O10Rik|transmembrane emp24 domain containing 8
Tmed9	2400003B06Rik|p24alpha2|transmembrane emp24 protein transport domain containing 9
Tmeff1	tomoregulin-like|M7365|transmembrane protein with EGF-like and two follistatin-like domains 1
Tmeff2	7630402F16Rik|4832418D20Rik|transmembrane protein with EGF-like and two follistatin-like domains 2
Tmem100	1810057C19Rik|transmembrane protein 100
Tmem101	2610511E22Rik|transmembrane protein 101
Tmem102	Tmem102-ps|Cbap|transmembrane protein 102
Tmem104	C630005D06Rik|transmembrane protein 104
Tmem106a	0610008L10Rik|transmembrane protein 106A
Tmem106b	2310036D22Rik|6430519M21Rik|5830455K21Rik|transmembrane protein 106B
Tmem106c	D15Ertd405e|transmembrane protein 106C
Tmem107	2810049P21Rik|1110004B13Rik|transmembrane protein 107
Tmem108	B130017P16Rik|transmembrane protein 108
Tmem109	1110006I15Rik|mitsugumin23|MG23|transmembrane protein 109
Tmem11	5730466P16Rik|transmembrane protein 11
Tmem110	2310014H19Rik|1810038N08Rik|transmembrane protein 110
Tmem114	Cldn26|4930511J11Rik|transmembrane protein 114
Tmem115	Pl6|transmembrane protein 115
Tmem116	4930406A18Rik|4930513P12Rik|C030022K24Rik|transmembrane protein 116
Tmem117	B930062P21Rik|transmembrane protein 117
Tmem119	obif|transmembrane protein 119
Tmem120a	2010310D06Rik|Tmpit|transmembrane protein 120A
Tmem120b	transmembrane protein 120B
Tmem121	2410008J05Rik|Hole|transmembrane protein 121
Tmem123	2310075C12Rik|transmembrane protein 123
Tmem125	6330530A05Rik|transmembrane protein 125
Tmem126a	1810020E01Rik|transmembrane protein 126A
Tmem126b	1110001A23Rik|transmembrane protein 126B
Tmem127	2310003P10Rik|transmembrane protein 127
Tmem128	2810021O14Rik|transmembrane protein 128
Tmem129	0610039G24Rik|2410015J15Rik|transmembrane protein 129
Tmem130	transmembrane protein 130
Tmem131	2610524E03Rik|Rw1|YR-23|CC28|Neg|D1Bwg0491e|transmembrane protein 131
Tmem132a	6720481D13Rik|Hspa5bp1|transmembrane protein 132A
Tmem132b	transmembrane protein 132B
Tmem132c	2810482M11Rik|4632425D07Rik|transmembrane protein 132C
Tmem132d	C630028F04Rik|transmembrane protein 132D
Tmem132e	LOC270893|transmembrane protein 132E
Tmem134	2410001H17Rik|transmembrane protein 134
Tmem135	2810439K08Rik|transmembrane protein 135
Tmem136	LOC235300|transmembrane protein 136
Tmem138	2900055D14Rik|1700113I01Rik|transmembrane protein 138
Tmem139	A930027H06Rik|transmembrane protein 139
Tmem140	1110007F12Rik|transmembrane protein 140
Tmem141	D2Ertd217e|1110065P14Rik|transmembrane protein 141
Tmem143	2310076O21Rik|transmembrane protein 143
Tmem144	1110057I03Rik|5730537D05Rik|transmembrane protein 144
Tmem145	B930076A02Rik|transmembrane protein 145
Tmem147	2010004E11Rik|5033425B17Rik|transmembrane protein 147
Tmem14a	5730496E24Rik|PTD011|transmembrane protein 14A
Tmem14c	1110021D01Rik|HSPC194|transmembrane protein 14C
Tmem150a	Tmem150|transmembrane protein 150A
Tmem150b	Tmem224|transmembrane protein 150B
Tmem150c	transmembrane protein 150C
Tmem151a	Tmem151|LOC381199|transmembrane protein 151A
Tmem151b	LOC210573|transmembrane protein 151B
Tmem154	9930117H01Rik|transmembrane protein 154
Tmem156	LOC243025|transmembrane protein 156
Tmem158	Ris1|2310037P21Rik|transmembrane protein 158
Tmem159	8430420C20Rik|transmembrane protein 159
Tmem160	1810008O21Rik|transmembrane protein 160
Tmem161a	transmembrane protein 161A
Tmem161b	2810446P07Rik|transmembrane protein 161B
Tmem163	SV31|2610024A01Rik|transmembrane protein 163
Tmem164	transmembrane protein 164
Tmem165	Tparl|Tpardl|pFT27|transmembrane protein 165
Tmem167	Gm10085|5730424F14Rik|0610041E09Rik|transmembrane protein 167
Tmem167b	2010200O16Rik|transmembrane protein 167B
Tmem168	5730526F17Rik|8430437G11Rik|transmembrane protein 168
Tmem169	A830020B06Rik|transmembrane protein 169
Tmem17	transmembrane protein 17
Tmem170	D8Bwg1414e|9030409E16Rik|transmembrane protein 170
Tmem170b	EG621976|transmembrane protein 170B
Tmem171	LOC380863|transmembrane protein 171
Tmem173	ERIS|Sting|MPYS|2610307O08Rik|transmembrane protein 173
Tmem174	0610009B10Rik|transmembrane protein 174
Tmem175	3010001K23Rik|transmembrane protein 175
Tmem176a	0610011I04Rik|transmembrane protein 176A
Tmem176b	1810009M01Rik|Lr8|Clast1|transmembrane protein 176B
Tmem177	transmembrane protein 177
Tmem178	2810417M05Rik|transmembrane protein 178
Tmem178b	A930009E05Rik|Gm5567|transmembrane protein 178B
Tmem179	transmembrane protein 179
Tmem179b	1810059G22Rik|0610031L02Rik|1500003K22Rik|transmembrane protein 179B
Tmem18	transmembrane protein 18
Tmem180	4930538D17Rik|4930449A08Rik|transmembrane protein 180
Tmem181a	Gpr178|Tmem181|C76977|5930418K15Rik|transmembrane protein 181A
Tmem182	2310079P10Rik|transmembrane protein 182
Tmem183a	1300007B12Rik|transmembrane protein 183A
Tmem184a	Sdmg1|transmembrane protein 184a
Tmem184b	4732495E13Rik|transmembrane protein 184b
Tmem184c	8430433H16Rik|Tmem34|transmembrane protein 184C
Tmem185b	2500001K11Rik|transmembrane protein 185B
Tmem186	2810440M13Rik|4432406C05Rik|transmembrane protein 186
Tmem189	transmembrane protein 189
Tmem19	2810428F02Rik|transmembrane protein 19
Tmem190	4930572D21Rik|transmembrane protein 190
Tmem191c	D16Bwg1494e|4933405M22Rik|MNCb-4137|transmembrane protein 191C
Tmem192	3110005G23Rik|transmembrane protein 192
Tmem194	transmembrane protein 194
Tmem194b	5330401P04Rik|transmembrane protein 194B
Tmem196	LOC217951|transmembrane protein 196
Tmem198	A230078I05Rik|Tmem198a|Tmem198-1|transmembrane protein 198
Tmem198b	1110012D08Rik|transmembrane protein 198b
Tmem199	transmembrane protein 199
Tmem2	3110012M15Rik|transmembrane protein 2
Tmem200a	C030003D03Rik|transmembrane protein 200A
Tmem200b	EG623230|transmembrane protein 200B
Tmem200c	Gm6338|transmembrane protein 200C
Tmem201	Samp1|D4Ertd429e|transmembrane protein 201
Tmem202	4930425N13Rik|transmembrane protein 202
Tmem203	C730025P13Rik|transmembrane protein 203
Tmem204	transmembrane protein 204
Tmem205	clone: 2-27|transmembrane protein 205
Tmem206	2310028N02Rik|transmembrane protein 206
Tmem207	LOC224058|100043057|transmembrane protein 207
Tmem208	Hspc171|2610030K20Rik|1700006C06Rik|transmembrane protein 208
Tmem209	2700094F01Rik|transmembrane protein 209
Tmem210	4930571C24Rik|transmembrane protein 210
Tmem211	LOC333048|transmembrane protein 211
Tmem212	E030011K20Rik|transmembrane protein 212
Tmem213	D630002J15Rik|transmembrane protein 213
Tmem214	4921530J21Rik|1110039B18Rik|transmembrane protein 214
Tmem215	A930001M12Rik|transmembrane protein 215
Tmem216	2810441K11Rik|4921533J23Rik|1110017C22Rik|A930021F15Rik|transmembrane protein 216
Tmem217	EG622644|4933413N12Rik|transmembrane protein 217
Tmem218	1810021J13Rik|transmembrane protein 218
Tmem219	2900045G02Rik|1110032O16Rik|transmembrane protein 219
Tmem220	A730055C05Rik|transmembrane protein 220
Tmem221	transmembrane protein 221
Tmem222	5730406H10Rik|D4Ertd196e|transmembrane protein 222
Tmem223	0610006I08Rik|transmembrane protein 223
Tmem225	1700030E15Rik|transmembrane protein 225
Tmem229a	6332401O19Rik|transmembrane protein 229A
Tmem229b	6330442E10Rik|transmembrane protein 229B
Tmem230	5730494N06Rik|transmembrane protein 230
Tmem231	4932417I16Rik|transmembrane protein 231
Tmem232	E130009J12Rik|LOC381107|transmembrane protein 232
Tmem233	Gm13843|transmembrane protein 233
Tmem234	2510006D16Rik|1500002D11Rik|4933407D05Rik|transmembrane protein 234
Tmem235	Gm12581|Cldn27|Tmem235|transmembrane protein 235
Tmem236	2010003H20Rik|Fam23a|transmembrane protein 236
Tmem237	Als2cr4|LOC381259|transmembrane protein 237
Tmem238	2210411K11Rik|transmembrane protein 238
Tmem239	4933425O20Rik|transmembrane 239
Tmem240	Gm5151|transmembrane protein 240
Tmem241	6030446N20Rik|transmembrane protein 241
Tmem242	2310046K16Rik|1110008A10Rik|5730437N04Rik|transmembrane protein 242
Tmem243	E030031F02Rik|4930420K17Rik|transmembrane protein 243, mitochondrial
Tmem245	D730040F13Rik|A630051L19Rik|transmembrane protein 245
Tmem246	2810432L12Rik|9330170P15Rik|transmembrane protein 246
Tmem247	1700090G07Rik|transmembrane protein 247
Tmem248	G430067H08Rik|0610007L01Rik|A930023A16Rik|transmembrane protein 248
Tmem25	0610039J01Rik|transmembrane protein 25
Tmem251	D230037D09Rik|transmembrane protein 251
Tmem252	E030010A14Rik|transmembrane protein 252
Tmem253	G630016D24Rik|transmembrane protein 253
Tmem254a	0610008K04Rik|0610010A22Rik|D14Ertd449e|transmembrane protein 254a
Tmem254b	Gm9746|transmembrane protein 254b
Tmem254c	Gm10395|transmembrane protein 254c
Tmem255a	Fam70a|6430550H21Rik|transmembrane protein 255A
Tmem255b	Fam70b|LOC272465|transmembrane protein 255B
Tmem256	3110009M16Rik|1810027O10Rik|transmembrane protein 256
Tmem258	1810006K21Rik|transmembrane protein 258
Tmem259	ORF61|membralin|transmembrane protein 259
Tmem26	transmembrane protein 26
Tmem260	6720456H20Rik|transmembrane protein 260
Tmem261	3110001D03Rik|1700027K24Rik|transmembrane protein 261
Tmem263	AI597468|transmembrane protein 263
Tmem265	transmembrane protein 265
Tmem27	NX=17|NX17|0610008J07Rik|collectrin|transmembrane protein 27
Tmem28	EG620592|Fam155b|transmembrane protein 28
Tmem29	6330540D07Rik|2700081K05Rik|transmembrane protein 29
Tmem30a	2010200I23Rik|Cdc50a|D9Wsu20e|transmembrane protein 30A
Tmem30b	9130011B11Rik|transmembrane protein 30B
Tmem30c	4933401B01Rik|4933409A18Rik|transmembrane protein 30C
Tmem33	5430406L04Rik|1600019D15Rik|1110006G02Rik|2700052H22Rik|2410089A21Rik|transmembrane protein 33
Tmem35	9030603L14Rik|transmembrane protein 35
Tmem37	Pr1|transmembrane protein 37
Tmem38a	TRIC-A|1110001E17Rik|transmembrane protein 38A
Tmem38b	TRIC-B|D4Ertd89e|1600017F22Rik|transmembrane protein 38B
Tmem39a	transmembrane protein 39a
Tmem39b	6330509E05Rik|transmembrane protein 39b
Tmem40	9030407H20Rik|transmembrane protein 40
Tmem41a	2900010K02Rik|5730578N08Rik|transmembrane protein 41a
Tmem41b	D7Ertd70e|1500015G02Rik|D7Ertd743e|1500031M19Rik|transmembrane protein 41B
Tmem42	4933429E06Rik|D9Ertd662e|0610027O18Rik|transmembrane protein 42
Tmem43	LUMA|1200015A22Rik|transmembrane protein 43
Tmem44	9330161C17Rik|1700007N03Rik|transmembrane protein 44
Tmem45a	C630002M10Rik|transmembrane protein 45a
Tmem45a2	2310005G13Rik|transmembrane protein 45A2
Tmem45b	transmembrane protein 45b
Tmem47	BCMP1|Tm4sf10|3010015F07Rik|transmembrane protein 47
Tmem5	6330415D21Rik|transmembrane protein 5
Tmem50a	CAM|3200001F09Rik|Smp1|transmembrane protein 50A
Tmem50b	B230114J08Rik|transmembrane protein 50B
Tmem51	transmembrane protein 51
Tmem52	2310043I08Rik|transmembrane protein 52
Tmem52b	D630042F21Rik|transmembrane protein 52B
Tmem53	1700012A05Rik|1110038M16Rik|1500001P22Rik|transmembrane protein 53
Tmem54	1810017F10Rik|transmembrane protein 54
Tmem55a	2610319K07Rik|transmembrane protein 55A
Tmem55b	transmembrane protein 55b
Tmem56	C730036B01Rik|4930577M16Rik|transmembrane protein 56
Tmem57	9230118A01Rik|1110007C24Rik|C61|transmembrane protein 57
Tmem59	thymic dendritic cell-derived factor 1|D4Ertd20e|3110046P06Rik|MTDCF1|1110001M20Rik|transmembrane protein 59
Tmem59l	5330410G16Rik|transmembrane protein 59-like
Tmem60	transmembrane protein 60
Tmem62	B830009D23Rik|transmembrane protein 62
Tmem63a	transmembrane protein 63a
Tmem63b	transmembrane protein 63b
Tmem63c	9330187M14Rik|transmembrane protein 63c
Tmem64	9630015D15Rik|transmembrane protein 64
Tmem65	4930438D12Rik|2610029O13Rik|transmembrane protein 65
Tmem67	5330408M12Rik|b2b1291.1Clo|b2b1163.1Clo|transmembrane protein 67
Tmem68	2010300G19Rik|transmembrane protein 68
Tmem69	A630048M13Rik|transmembrane protein 69
Tmem70	2210416J16Rik|1110020A09Rik|transmembrane protein 70
Tmem71	transmembrane protein 71
Tmem72	C230095G01Rik|transmembrane protein 72
Tmem74	B230382K22Rik|transmembrane protein 74
Tmem74b	5430405G05Rik|transmembrane protein 74B
Tmem79	ma|2310042N02Rik|mattrin|Matt|2310074C17Rik|transmembrane protein 79
Tmem8	M83|transmembrane protein 8 (five membrane-spanning domains)
Tmem80	5530601I19Rik|transmembrane protein 80
Tmem81	4930429O20Rik|transmembrane protein 81
Tmem82	transmembrane protein 82
Tmem86a	1810054O13Rik|transmembrane protein 86A
Tmem86b	C330014O21Rik|transmembrane protein 86B
Tmem87a	A930025J12Rik|transmembrane protein 87A
Tmem87b	2810431I02Rik|2610301K12Rik|transmembrane protein 87B
Tmem88	2600017H02Rik|transmembrane protein 88
Tmem88b	A230069A22Rik|transmembrane protein 88B
Tmem89	1700024B07Rik|transmembrane protein 89
Tmem8b	4930500O05Rik|transmembrane protein 8B
Tmem8c	1110002H13Rik|transmembrane protein 8C
Tmem9	1500015G18Rik|transmembrane protein 9
Tmem91	A830041P22Rik|transmembrane protein 91
Tmem92	transmembrane protein 92
Tmem95	432576|transmembrane protein 95
Tmem97	1810014L12Rik|D11Bhm182e|transmembrane protein 97
Tmem98	6530411B15Rik|transmembrane protein 98
Tmem9b	ICRFP703B1614Q5.3|D7H11orf15|ICRFP703N2430Q5.3|2310004K06Rik|TMEM9 domain family, member B
Tmf1	7030402D04Rik|LOC232286|TATA element modulatory factor 1
Tmie	5131400L21Rik|Mm.87012|transmembrane inner ear
Tmigd1	2010002A20Rik|transmembrane and immunoglobulin domain containing 1
Tmigd3	transmembrane and immunoglobulin domain containing 3
Tmod1	erythrocyte tropomodulin|E-Tmod|tropomodulin 1
Tmod2	neural tropomodulin|NTMOD|N-Tmod|tropomodulin 2
Tmod3	ubiquitous tropomodulin|U-Tmod|UTMOD|tropomodulin 3
Tmod4	MTMOD|skeletal tropomodulin|Sk-Tmod|tropomodulin 4
Tmpo	TP|lamina-associated polypeptide 2|LAP2|5630400D24Rik|thymopoietin
Tmppe	transmembrane protein with metallophosphoesterase domain
Tmprss11a	LOC194597|transmembrane protease, serine 11a
Tmprss11b	Tmprss11bnl|9930019B18Rik|transmembrane protease, serine 11B
Tmprss11c	transmembrane protease, serine 11c
Tmprss11d	AsP|transmembrane protease, serine 11d
Tmprss11e	DESC1|transmembrane protease, serine 11e
Tmprss11f	4732406D01Rik|transmembrane protease, serine 11f
Tmprss11g	Desc4|9930032O22Rik|transmembrane protease, serine 11g
Tmprss12	4930478A21Rik|transmembrane (C-terminal) protease, serine 12
Tmprss13	transmembrane protease, serine 13
Tmprss15	Prss7|enteropeptidase|A130097D21Rik|enterokinase|transmembrane protease, serine 15
Tmprss2	epitheliasin|D16Ertd61e|transmembrane protease, serine 2
Tmprss3	transmembrane protease, serine 3
Tmprss4	transmembrane protease, serine 4
Tmprss5	spinesin|transmembrane protease, serine 5 (spinesin)
Tmprss6	1300008A22Rik|matriptase-2|transmembrane serine protease 6
Tmprss7	LOC385645|matriptase-3|B230219I23Rik|transmembrane serine protease 7
Tmprss9	Serase-1B|transmembrane protease, serine 9
Tmsb10	Ptmb10|Tb10|thymosin, beta 10
Tmsb15a	Tmsl8|Tb15a|1700129I15Rik|thymosin beta 15a
Tmsb15b1	Tm15b|thymosin beta 15b1
Tmsb15b2	Tb15c|thymosin beta 15b2
Tmsb15l	Tmsb15b1-Tmsb15b2|4930488E11Rik|Tb15r|thymosin beta 15b like
Tmsb4x	Ptmb4|Tb4|thymosin, beta 4, X chromosome
Tmtc1	transmembrane and tetratricopeptide repeat containing 1
Tmtc2	8430438D04Rik|D330034A10Rik|transmembrane and tetratricopeptide repeat containing 2
Tmtc3	mSmile|9130014E20Rik|B130008E12Rik|transmembrane and tetratricopeptide repeat containing 3
Tmtc4	5730419O14Rik|4930403J22Rik|transmembrane and tetratricopeptide repeat containing 4
Tmub1	Hops|2010004O20Rik|transmembrane and ubiquitin-like domain containing 1
Tmub2	2010008E23Rik|transmembrane and ubiquitin-like domain containing 2
Tmx1	2810425A04Rik|Txndc1|thioredoxin-related transmembrane protein 1
Tmx2	Txndc14|2310042M24Rik|thioredoxin-related transmembrane protein 2
Tmx3	Txndc10|6430411B10Rik|A730024F05Rik|thioredoxin-related transmembrane protein 3
Tmx4	Txndc13|D2Bwg1356e|2810417D04Rik|4930500L08Rik|thioredoxin-related transmembrane protein 4
Tnc	C130033P17Rik|TN-C|Hxb|TN|hexabrachion|cytotactin|tenascin-C|tenascin C
Tnf	Tnfsf1a|DIF|TNFalpha|TNF alpha|tumor necrosis factor-alpha|TNF-alpha|Tnfa|tumor necrosis factor
Tnfaip1	Edp-1|Bacurd2|Edp1|Tnfip1|tumor necrosis factor, alpha-induced protein 1 (endothelial)
Tnfaip2	Tnfip2|Exoc3l3|tumor necrosis factor, alpha-induced protein 2
Tnfaip3	A20|Tnfip3|zinc finger protein A20|tumor necrosis factor, alpha-induced protein 3
Tnfaip6	TSG-6|Tsg6|Tnfip6|tumor necrosis factor alpha induced protein 6
Tnfaip8	Gg2-1|Nded|E130304C20Rik|Ssc-2|Gm10539|tumor necrosis factor, alpha-induced protein 8
Tnfaip8l1	2600017J23Rik|tumor necrosis factor, alpha-induced protein 8-like 1
Tnfaip8l2	Tipe2|1810019A08Rik|tumor necrosis factor, alpha-induced protein 8-like 2
Tnfaip8l3	9930029P06Rik|LOC244882|tumor necrosis factor, alpha-induced protein 8-like 3
Tnfrsf10b	TRICK2B|KILLER|DR5|TRAIL-R2|TRICK2A|TRAILR2|Killer/Dr5|TRICKB|Ly98|Trail Receptor|tumor necrosis factor receptor superfamily, member 10b
Tnfrsf11a	TRANCE-R|Rank|tumor necrosis factor receptor superfamily, member 11a, NFKB activator
Tnfrsf11b	OCIF|osteoclastogenesis inhibitory factor|Opg|TR1|OPG|tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)
Tnfrsf12a	TWEAK-R|Fn14|TweakR|tumor necrosis factor receptor superfamily, member 12a
Tnfrsf13b	1200009E08Rik|Taci|tumor necrosis factor receptor superfamily, member 13b
Tnfrsf13c	Lvis22|2010006P15Rik|BAFF-R|Bcmd-1|Bcmd1|Baffr|tumor necrosis factor receptor superfamily, member 13c
Tnfrsf14	Atar|Hvem|HveA|tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)
Tnfrsf17	BCM|Tnfrsf13|Tnfrsf13a|BCMA|tumor necrosis factor receptor superfamily, member 17
Tnfrsf18	Gitr|tumor necrosis factor receptor superfamily, member 18
Tnfrsf19	TAJ|Troy|TAJ-ALPHA|TRADE|tumor necrosis factor receptor superfamily, member 19
Tnfrsf1a	TNF-R1|TNF-alpha-R1|Tnfr1|TNFR60|CD120a|TNFAR|TNFRp55|p55|TNFRI|TNF-alphaR1|TNFalpha-R1|TNF-R55|p55-R|TNF receptor alpha chain|TNF-R-I|tumor necrosis factor receptor superfamily, member 1a
Tnfrsf1b	p75 TNFR|TNFalpha-R2|TNF-R2|p75|CD120b|Tnfr2|TNFRII|TNF-R75|TNF-R-II|TNFR80|TNFBR|TNF-alphaR2|tumor necrosis factor receptor superfamily, member 1b
Tnfrsf21	DR6|TR7|Death receptor 6|tumor necrosis factor receptor superfamily, member 21
Tnfrsf22	mDcTrailr2|Tnfrh2|C130035G06Rik|2810028K06Rik|SOBa|tumor necrosis factor receptor superfamily, member 22
Tnfrsf23	mSOB|mDcTrailr1|Tnfrh1|tumor necrosis factor receptor superfamily, member 23
Tnfrsf25	Wsl|LARD|TRAMP|DDR3|TR3|APO-3|DR3|WSL-1|WSL-LR|Tnfrsf12|tumor necrosis factor receptor superfamily, member 25
Tnfrsf26	Tnfrh3|tumor necrosis factor receptor superfamily, member 26
Tnfrsf4	CD134|ACT35|Txgp1|Ox40|tumor necrosis factor receptor superfamily, member 4
Tnfrsf8	CD30|tumor necrosis factor receptor superfamily, member 8
Tnfrsf9	A930040I11Rik|ILA|Ly63|4-1BB|Cd137|CDw137|tumor necrosis factor receptor superfamily, member 9
Tnfsf10	Trail|APO-2L|A330042I21Rik|tumor necrosis factor (ligand) superfamily, member 10
Tnfsf11	Ly109l|osteoclast differentiation factor|RANKL|Trance|ODF|OPGL|OPGL|tumor necrosis factor (ligand) superfamily, member 11
Tnfsf12	Tweak|APO3L|DR3L|tumor necrosis factor (ligand) superfamily, member 12
Tnfsf13	TRDL1|TALL2|2310026N09Rik|APRIL|tumor necrosis factor (ligand) superfamily, member 13
Tnfsf13b	zTNF4|D8Ertd387e|TALL-1|BLyS|BAFF|tumor necrosis factor (ligand) superfamily, member 13b
Tnfsf14	HVEM-L|LIGHT|tumor necrosis factor (ligand) superfamily, member 14
Tnfsf15	VEGI|TL1A|TL1|tumor necrosis factor (ligand) superfamily, member 15
Tnfsf18	Gitrl|GITR ligand|tumor necrosis factor (ligand) superfamily, member 18
Tnfsf4	Txgp1l|gp34|Ath-1|CD134L|Ath1|OX40L|TXGP1|tumor necrosis factor (ligand) superfamily, member 4
Tnfsf8	CD30LG|Cd30L|CD153|tumor necrosis factor (ligand) superfamily, member 8
